PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
49634,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,4,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,7,7,5,Single,GRADUATE,24,M,18000,56,1.0,1.0,1.4,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,653,P4
49635,4,2,2,2,2,0.5,0.5,0.5,0.5,2,2,0.5,0.5,1,0,0,2,0,0,0,0,4,2,14,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,6,3,3,3,Married,12TH,30,M,20000,66,0.5,1.0,0.34,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,664,P3
49636,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,137,3,2,0,Married,12TH,44,M,37500,249,1.0,0.0,0.167,0,0,0.0,0.0,0.0,0.0,0,0,HL,PL,670,P2
49637,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,2,0,0,0,0,3,1,47,26,470,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,10,1,1,1,Married,SSC,39,M,15000,61,0.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,662,P3
49638,9,7,2,1,2,0.111,0.222,0.222,0.778,2,2,0.222,0.222,1,1,0,1,5,0,0,8,1,2,56,3,85,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,300,1,0,0,Single,GRADUATE,32,M,30000,99,0.222,0.5,0.588,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,689,P2
49639,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,11,11,32,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,342,1,0,0,Single,12TH,29,M,30000,102,1.0,0.0,0.722,0,0,0.0,0.0,0.0,0.0,0,0,others,others,682,P2
49640,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,9,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,1,Married,12TH,29,M,13000,126,1.0,0.5,0.487,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,679,P2
49642,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,19,19,310,3,25,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,28,3,3,3,Single,12TH,23,M,13500,62,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,647,P4
49643,6,3,3,1,0,0.167,0.0,0.5,0.5,3,1,0.5,0.167,1,1,0,3,1,0,0,2,4,1,42,5,51,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,5,2,4,1,11,7,3,Married,GRADUATE,29,M,28000,45,0.5,0.333,0.807,0,0,0.5,0.0,0.4,0.0,1,0,ConsumerLoan,ConsumerLoan,644,P4
49644,10,5,5,4,1,0.4,0.1,0.5,0.5,5,3,0.5,0.3,4,0,1,0,8,0,0,8,2,1,53,3,147,14,9,0,5,5,6,4,51,6,13,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,851,0,0,0,Married,GRADUATE,32,M,40000,42,0.5,0.8,0.828,1,0,0.0,0.0,0.0,0.0,1,0,CC,CC,688,P2
49645,5,2,3,3,2,0.6,0.4,0.6,0.4,5,2,1.0,0.4,1,0,0,4,0,0,1,0,5,0,11,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,2,5,7,4,2,Married,12TH,47,M,30000,241,0.6,0.6,0.92,0,1,0.5,0.0,0.5,0.0,0,0,ConsumerLoan,others,664,P3
49646,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,54,54,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1611,0,0,0,Married,12TH,29,M,15000,29,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,684,P2
49647,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8,53,3,27,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,3,4,1,1,Married,12TH,37,M,20000,245,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,660,P3
49648,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,0,1,1,1,74,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,86,2,1,1,Married,SSC,47,M,30000,101,0.5,0.0,1.0,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,690,P2
49649,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,23,23,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2,1,Married,12TH,49,M,27000,44,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,667,P3
49650,4,0,4,2,0,0.5,0.0,1.0,0.0,3,0,0.75,0.0,0,0,0,2,0,0,0,1,3,2,13,3,79,0,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,1,62,7,6,5,Married,12TH,40,M,45000,97,1.0,0.667,0.912,0,0,1.0,0.0,1.0,0.0,0,0,AL,ConsumerLoan,651,P4
49651,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,71,71,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,288,2,0,0,Married,GRADUATE,30,M,23500,96,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,694,P2
49652,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16,52,0,0,0,0,0,0,0,16,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495,0,0,0,Married,12TH,27,M,15000,104,1.0,0.0,0.661,0,0,0.0,0.0,0.0,0.0,0,0,others,others,682,P2
49653,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,1,0,1,0,0,2,1,0,71,13,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,1,1,1,Single,GRADUATE,30,M,25000,42,0.333,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1,0,HL,others,698,P2
49654,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,146,1,1,0,Married,12TH,31,M,20000,62,1.0,1.0,0.875,0,0,1.0,0.0,1.0,0.0,0,0,PL,PL,667,P3
49655,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,1,1,1,0,0,2,0,3,1,0,111,40,175,0,0,0,0,0,0,0,89,10,22,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1009,0,0,0,Married,OTHERS,45,M,50000,61,0.75,0.0,0.467,1,0,0.0,0.0,0.0,0.0,0,1,AL,CC,721,P1
49656,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,23,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,2,1,1,Married,UNDER GRADUATE,27,M,10000,68,1.0,0.0,0.645,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,678,P2
49657,3,2,1,0,1,0.0,0.333,0.333,0.667,1,1,0.333,0.333,0,2,0,0,1,0,0,3,0,0,47,8,77,2,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,807,0,0,0,Married,GRADUATE,36,M,25000,125,0.333,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,others,others,685,P2
49658,4,4,0,0,1,0.0,0.25,0.0,1.0,1,3,0.25,0.75,0,0,0,4,0,0,0,0,4,0,27,8,51,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,2,3,48,5,3,1,Single,GRADUATE,24,M,18000,28,0.0,0.0,0.0,0,0,0.667,0.0,0.667,0.0,0,0,PL,ConsumerLoan,654,P4
49659,8,2,6,4,0,0.5,0.0,0.75,0.25,5,1,0.625,0.125,3,1,0,6,0,0,0,1,7,1,56,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,3,4,3,2,Married,SSC,37,M,22000,123,0.75,0.8,0.716,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,672,P2
49660,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,124,124,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3743,0,0,0,Married,SSC,35,M,27000,171,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,710,P1
49662,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7,79,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,4,5,4,3,Married,SSC,32,M,25000,54,1.0,0.0,0.813,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,663,P3
49663,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,7,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,21,4,3,2,Single,12TH,23,M,20000,38,1.0,0.5,0.492,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,659,P3
49664,3,2,1,1,0,0.333,0.0,0.333,0.667,1,0,0.333,0.0,0,1,0,1,0,0,0,2,1,1,103,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,2,4,4,2,Married,SSC,38,F,20000,42,0.333,1.0,0.174,0,0,1.0,1.0,1.0,1.0,0,0,ConsumerLoan,AL,680,P2
49665,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,1,0,0,0,0,0,1,0,0,8,8,81,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,229,1,0,0,Single,GRADUATE,26,M,20000,93,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,667,P3
49666,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,1,0,0,0,1,1,0,6,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,4,4,4,Married,SSC,43,M,40000,114,1.0,0.5,0.864,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,ConsumerLoan,656,P4
49667,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,251,1,0,0,Single,GRADUATE,29,M,240000,126,1.0,0.0,0.333,0,0,0.0,0.0,0.0,0.0,0,0,PL,PL,683,P2
49668,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,27,27,97,19,24,4,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,822,0,0,0,Single,POST-GRADUATE,24,M,22000,32,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,668,P3
49669,5,2,3,2,0,0.4,0.0,0.6,0.4,2,0,0.4,0.0,1,0,0,1,3,0,1,3,2,0,25,1,27,4,35,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,0,3,3,3,2,9,9,6,Single,GRADUATE,26,M,38000,76,0.6,1.0,0.9,0,1,1.0,0.0,1.0,0.0,1,0,others,others,632,P4
49670,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,6,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,5,0,0,0,16,7,5,5,Married,GRADUATE,29,F,8,190,1.0,0.0,0.25,0,0,0.0,0.8,0.0,0.8,0,0,ConsumerLoan,ConsumerLoan,655,P4
49671,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,17,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,527,0,0,0,Married,12TH,31,F,30000,131,1.0,0.0,0.42,0,0,0.0,0.0,0.0,0.0,0,0,others,others,689,P2
49673,2,2,0,0,1,0.0,0.5,0.0,1.0,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,67,11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,340,1,0,0,Married,12TH,36,M,14000,245,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,694,P2
49674,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,302,1,0,0,Single,UNDER GRADUATE,24,M,21000,68,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,689,P2
49675,6,6,0,0,1,0.0,0.167,0.0,1.0,1,2,0.167,0.333,0,0,0,0,1,0,0,6,0,5,73,10,889,0,0,0,0,0,0,0,58,4,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,1,1,Married,SSC,33,M,25000,129,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,others,others,698,P2
49679,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,79,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,153,1,1,0,Married,GRADUATE,31,M,22000,30,0.5,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0,0,others,AL,688,P2
49680,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,1,1,Married,SSC,35,M,20000,28,1.0,0.0,0.773,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,681,P2
49682,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,34,34,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1046,0,0,0,Married,POST-GRADUATE,40,M,55000,185,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,682,P2
49683,13,9,4,0,0,0.0,0.0,0.308,0.692,1,0,0.077,0.0,0,1,0,0,8,0,4,9,4,0,91,10,70,14,27,0,1,1,2,1,38,10,22,0,0,0,0,0,0,0,0,0,24,12,0,0,0,9,0,1,305,1,0,0,Married,GRADUATE,55,M,135000,347,0.308,0.0,0.556,0,1,0.0,0.0,0.0,0.0,1,0,PL,PL,720,P1
49684,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,20,19,60,2,88,1,2,1,1,1,15,2,6,0,0,0,0,0,0,0,0,0,88,4,0,0,0,0,0,0,592,0,0,0,Single,12TH,21,M,24000,118,1.0,0.0,0.686,0,0,0.0,0.0,0.0,0.0,0,0,others,others,668,P3
49685,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,15,15,67,1,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,2,2,2,37,2,2,1,Married,12TH,43,F,30000,101,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,657,P4
49686,7,5,2,0,0,0.0,0.0,0.286,0.714,0,0,0.0,0.0,1,1,0,1,1,4,0,6,1,0,109,18,58,0,0,0,0,0,0,0,44,10,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,547,0,0,0,Married,POST-GRADUATE,47,F,32733,366,0.286,0.0,0.94,0,0,0.0,0.0,0.0,0.0,1,1,HL,AL,713,P1
49687,4,2,2,2,0,0.5,0.0,0.5,0.5,2,2,0.5,0.5,1,0,0,2,0,0,0,0,4,2,31,5,65,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,859,0,0,0,Married,SSC,52,M,17000,303,0.5,1.0,0.7,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,677,P2
49688,7,3,4,1,0,0.143,0.0,0.571,0.429,2,0,0.286,0.0,3,1,0,3,2,0,0,4,3,1,66,5,786,0,0,0,0,0,0,0,25,7,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,1,158,1,1,0,Married,SSC,44,M,30000,186,0.571,0.5,0.772,0,0,1.0,0.0,0.5,0.0,1,0,PL,ConsumerLoan,698,P2
49690,4,1,3,1,0,0.25,0.0,0.75,0.25,1,0,0.25,0.0,0,0,1,1,0,2,0,2,2,0,47,5,41,0,0,0,0,0,0,0,70,10,22,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,160,1,1,0,Married,UNDER GRADUATE,53,M,22000,125,0.75,1.0,0.794,1,0,0.0,1.0,0.0,1.0,0,1,CC,HL,701,P1
49691,5,2,3,1,1,0.2,0.2,0.6,0.4,3,1,0.6,0.2,2,0,0,3,0,0,1,1,4,1,27,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,90,3,2,2,Married,12TH,33,F,12000,40,0.6,0.333,0.798,0,1,0.0,0.0,0.0,0.0,0,0,others,others,673,P2
49692,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,0,0,0,3,0,0,0,0,3,0,18,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,168,1,1,0,Married,GRADUATE,39,M,30000,87,0.667,0.5,0.392,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,677,P2
49693,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,0,0,1,0,1,0,3,3,68,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,2,1,1,3,3,3,47,7,7,6,Married,12TH,34,M,50000,78,0.0,1.0,0.0,0,1,1.0,1.0,1.0,0.5,0,0,PL,CC,632,P4
49694,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,82,82,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,Married,UNDER GRADUATE,27,M,24000,142,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,669,P2
49695,10,8,2,1,1,0.1,0.1,0.2,0.8,1,1,0.1,0.1,1,0,0,0,5,0,5,5,5,0,144,0,87,3,30,0,1,1,2,0,49,4,8,0,0,0,0,0,0,0,0,0,30,4,0,0,0,2,0,0,5,1,1,1,Married,12TH,51,M,48567,298,0.2,1.0,0.525,0,1,0.0,0.0,0.0,0.0,1,0,others,others,695,P2
49696,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,2,0,0,0,0,2,0,34,1,748,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,1,1,1,9,5,5,5,Married,UNDER GRADUATE,29,M,27000,121,1.0,1.0,0.319,0,0,1.0,0.0,1.0,0.0,0,0,PL,ConsumerLoan,620,P4
49697,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,1,0,0,0,0,3,2,10,4,63,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,148,2,1,0,Married,UNDER GRADUATE,38,M,45000,245,1.0,0.667,0.923,0,0,0.0,0.0,0.0,0.0,0,0,others,others,685,P2
49698,14,6,8,5,6,0.357,0.429,0.571,0.429,8,6,0.571,0.429,2,1,0,1,0,0,2,2,12,10,21,2,65,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,36,8,4,7,7,6,6,11,24,17,11,Single,GRADUATE,32,M,35000,59,0.571,0.625,0.631,0,1,1.0,0.571,0.857,0.5,0,0,ConsumerLoan,ConsumerLoan,630,P4
49699,7,2,5,3,2,0.429,0.286,0.714,0.286,5,2,0.714,0.286,2,1,0,4,0,0,0,1,6,2,15,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,35,3,3,2,Single,12TH,28,M,14000,70,0.714,0.6,0.825,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,673,P2
49700,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,13,13,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,1,3,34,10,3,2,Married,12TH,36,M,13500,54,1.0,0.0,0.0,0,0,0.333,0.0,0.333,0.0,0,0,others,others,664,P3
49701,3,1,2,3,1,1.0,0.333,0.667,0.333,3,1,1.0,0.333,0,0,0,0,0,0,1,2,1,2,4,2,70,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,44,3,3,1,Single,GRADUATE,21,M,15000,66,0.667,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0,0,PL,PL,656,P4
49703,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,149,44,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,25,2,1,1,Married,GRADUATE,39,M,80000,150,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,696,P2
49704,6,3,3,1,2,0.167,0.333,0.5,0.5,3,2,0.5,0.333,1,0,0,1,1,0,0,4,2,4,18,3,73,1,26,1,1,0,0,0,32,7,19,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,78,2,1,1,Single,SSC,23,M,14500,61,0.5,0.333,0.82,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,690,P2
49705,5,4,1,0,1,0.0,0.2,0.2,0.8,0,1,0.0,0.2,1,1,0,0,4,0,0,5,0,0,63,15,132,1,89,0,0,0,1,1,35,5,11,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,858,0,0,0,Married,SSC,41,M,25000,131,0.2,0.0,1.07,0,0,0.0,0.0,0.0,0.0,1,0,others,others,691,P2
49707,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,30,30,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,915,0,0,0,Married,SSC,47,M,25000,126,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,687,P2
49708,8,7,1,1,0,0.125,0.0,0.125,0.875,1,0,0.125,0.0,1,0,0,1,3,0,0,7,1,4,73,3,720,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,975,0,0,0,Married,GRADUATE,39,F,25000,128,0.125,1.0,0.998,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,698,P2
49709,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,33,33,617,13,29,0,0,0,0,0,19,5,11,0,0,0,0,0,0,0,0,0,29,1,0,0,0,1,1,1,6,1,1,1,Married,OTHERS,62,F,17000,49,1.0,0.0,0.132,0,1,1.0,0.0,1.0,0.0,0,0,PL,PL,658,P4
49710,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,30,30,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,259,1,0,0,Married,SSC,44,F,30000,47,1.0,0.0,0.249,0,0,0.0,0.0,0.0,0.0,0,0,HL,HL,681,P2
